found|bluebook|normalized|source|shortName|issuingBody|issuingType
true|17 C.F.R. § 240.15c3-3(e)(1)|17 CFR § 240.15c3-3(e)(1)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(e)(2)|17 CFR § 240.15c3-3(e)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(e)(3)|17 CFR § 240.15c3-3(e)(3)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(e)(4)|17 CFR § 240.15c3-3(e)(4)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(e)(5)|17 CFR § 240.15c3-3(e)(5)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(f)|17 CFR § 240.15c3-3(f)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(g)|17 CFR § 240.15c3-3(g)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(h)|17 CFR § 240.15c3-3(h)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(i)|17 CFR § 240.15c3-3(i)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(j)(1)|17 CFR § 240.15c3-3(j)(1)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(j)(2)|17 CFR § 240.15c3-3(j)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(m)|17 CFR § 240.15c3-3(m)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(o)(1)|17 CFR § 240.15c3-3(o)(1)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(o)(2)|17 CFR § 240.15c3-3(o)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15c3-3(o)(3)|17 CFR § 240.15c3-3(o)(3)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17a-13 (a)|17 CFR § 240.17a-13 A|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17a-13 (b)|17 CFR § 240.17a-13 B|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17a-13 (c)|17 CFR § 240.17a-13 C|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17a-13 (d)|17 CFR § 240.17a-13 D|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(b)|17 CFR § 240.17f-1(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1 (c)(1)|17 CFR § 240.17f-1 C|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(2)|17 CFR § 240.17f-1(c)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(3)|17 CFR § 240.17f-1(c)(3)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(4)|17 CFR § 240.17f-1(c)(4)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(5)|17 CFR § 240.17f-1(c)(5)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(6)|17 CFR § 240.17f-1(c)(6)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(c)(7)|17 CFR § 240.17f-1(c)(7)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(d)|17 CFR § 240.17f-1(d)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(e)|17 CFR § 240.17f-1(e)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.17f-1(g)|17 CFR § 240.17f-1(g)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|FINRA Rule 3110 (a)(2)|FINRA RULE 3110 A|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110 (a)(4) (Includes Supplementary Material 3110.03)|FINRA RULE 3110 A INCLUDES SUPPLEMENTARY MATERIAL 3110.03)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110 (a)(5)|FINRA RULE 3110 A|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(b)(6) (Includes Supplementary Material 3110.10)|FINRA RULE 3110(b)(6) INCLUDES SUPPLEMENTARY MATERIAL 3110.10)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3120(a)|FINRA RULE 3120(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3130(a) (includes Supplementary Material .01, .02, and .08)|FINRA RULE 3130(a) INCLUDES SUPPLEMENTARY MATERIAL AND |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 4523(a)|FINRA RULE 4523(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|MSRB Rule G-1(a)(i)(A) and (B)|MSRB RULE G-1(a)(i)(A) AND B|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(b)(ii)|MSRB RULE G-27(b)(ii)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(b)(iv)|MSRB RULE G-27(b)(iv)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(b)(v)|MSRB RULE G-27(b)(v)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|FINRA Rule 2360(b)(20)(B)|FINRA RULE 2360(b)(20)(B)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2130(c)|FINRA RULE 2130(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2360(b)(20)(A)|FINRA RULE 2360(b)(20)(A)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2360(b)(20)(C)|FINRA RULE 2360(b)(20)(C)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(a)|FINRA RULE 3110(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(a)(1)|FINRA RULE 3110(a)(1)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(b)(1) & (2) (Includes Supplementary Material 3110.05)|FINRA RULE 3110(b)(1) & INCLUDES SUPPLEMENTARY MATERIAL 3110.05)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(b)(4) (Includes Supplementary Material 3110.06 through 3110.09)|FINRA RULE 3110(b)(4) INCLUDES SUPPLEMENTARY MATERIAL 3110.06 THROUGH 3110.09)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(b)(7) (Includes Supplementary Material 3110.11)|FINRA RULE 3110(b)(7) INCLUDES SUPPLEMENTARY MATERIAL 3110.11)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(d)(1)|FINRA RULE 3110(d)(1)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(d)(2)|FINRA RULE 3110(d)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3110(d)(3)|FINRA RULE 3110(d)(3)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3120(a)(1) and (a)(2)|FINRA RULE 3120(a)(1) AND A|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3120(b)|FINRA RULE 3120(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3130(b) (includes Supplementary Material .03 through .07)|FINRA RULE 3130(b) INCLUDES SUPPLEMENTARY MATERIAL THROUGH |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3130(c) (includes Supplementary Material .09 and .10)|FINRA RULE 3130(c) INCLUDES SUPPLEMENTARY MATERIAL AND |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3170(b)|FINRA RULE 3170(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|MSRB Rule G-27(a)|MSRB RULE G-27(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(b) and (b)(i)|MSRB RULE G-27(b) AND BI|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(c)(i)|MSRB RULE G-27(c)(i)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(c)(ii)|MSRB RULE G-27(c)(ii)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(c)(iii)|MSRB RULE G-27(c)(iii)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(e)(i) and (ii)|MSRB RULE G-27(e)(i) AND II|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(e)(iii)|MSRB RULE G-27(e)(iii)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-27(f)|MSRB RULE G-27(f)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|17 C.F.R. § 240.15c3-5|17 CFR § 240.15c3-5|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|FINRA Rule 4523(a)|FINRA RULE 4523(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|17 C.F.R. § 230.134|17 CFR § 230.134|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|FINRA Rule 3210 (a)|FINRA RULE 3210 A|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3210 (b) (Includes Supplementary Material .01,.02)|FINRA RULE 3210 B INCLUDES SUPPLEMENTARY MATERIAL |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3210 (c) (Includes Supplementary Material .04)|FINRA RULE 3210 C INCLUDES SUPPLEMENTARY MATERIAL |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3270|FINRA RULE 3270|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3270.01|FINRA RULE 3270.01|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3280|FINRA RULE 3280|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|MSRB Rule G-28(a)|MSRB RULE G-28(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-28(b)|MSRB RULE G-28(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|FINRA Rule 5130(a)|FINRA RULE 5130(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(b)|FINRA RULE 5130(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(d)|FINRA RULE 5130(d)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(e)|FINRA RULE 5130(e)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(f)|FINRA RULE 5130(f)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(g)|FINRA RULE 5130(g)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5130(j)|FINRA RULE 5130(j)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5131(a)|FINRA RULE 5131(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5131(b) (Includes Supplemental Material 5131.01-5131.02)|FINRA RULE 5131(b) INCLUDES SUPPLEMENTAL MATERIAL 5131.01-5131.02)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5131(c)|FINRA RULE 5131(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 5131(d) (Includes Supplemental Material 5131.03)|FINRA RULE 5131(d) INCLUDES SUPPLEMENTAL MATERIAL 5131.03)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2231(a)|FINRA RULE 2231(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2231(b)|FINRA RULE 2231(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2231(c)|FINRA RULE 2231(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2360(b)(15)|FINRA RULE 2360(b)(15)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2370(b)(15)|FINRA RULE 2370(b)(15)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 3160(a)(4)(A)|FINRA RULE 3160(a)(4)(A)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|MSRB Rule G-33(a)|MSRB RULE G-33(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-33(b)|MSRB RULE G-33(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||
true|MSRB Rule G-33(c)|MSRB RULE G-33(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||
true|MSRB Rule G-33(d)(i)|MSRB RULE G-33(d)(i)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|MSRB Rule G-33(e)|MSRB RULE G-33(e)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules||MSRB Rules
true|NYSE Rule 409T(a)|NYSE RULE 409T(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|NYSE Rules
true|NYSE Rule 409T(b) (includes Supplementary Material .10)|NYSE RULE 409T(b) INCLUDES SUPPLEMENTARY MATERIAL |Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|NYSE Rules
true|NYSE Rule 409T(c)|NYSE RULE 409T(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|NYSE Rules
true|NYSE Rule 409T(g)|NYSE RULE 409T(g)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|NYSE Rules
true|17 C.F.R. § 240.10b-16(a)(2)|17 CFR § 240.10b-16(a)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Securities and Exchange Commission|Code of Federal Regulations
true|FINRA Rule 2261(a)|FINRA RULE 2261(a)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2261(b)|FINRA RULE 2261(b)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2264|FINRA RULE 2264|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2265|FINRA RULE 2265|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2266|FINRA RULE 2266|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2267|FINRA RULE 2267|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2268(a) and (b)(1)|FINRA RULE 2268(a) AND B|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2268(b)(2)|FINRA RULE 2268(b)(2)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
true|FINRA Rule 2268(c)|FINRA RULE 2268(c)|Financial Industry Regulatory Authority, Securities Exchange Commission & Municipal Securities Rule Making Board Regulations|FINRA/SEC/MSRB Rules|Financial Industry Regulatory Authority|FINRA Rules
