Unique ID,Identification Field,Issuance Type,Weblink,Geo Category,Regional Jurisdiction,Local Jurisdiction,Issuing Authority,Language,Issuance Type,Weblink,Phase,MVP Desired Source? (March 2021),Contract Alignment,Added as part of pilot work? (Y),Planned Ingestion Date,Target Ingestion Date (Month),Actual Ingestion Date,Statutes/Regulations or  Proposed/Monitoring,In SHRP Inventory?,Legal Monitoring? (Domestic),International Monitoring?,Frequency of Ingestion/Updates,"Ingestion Start Date (ideal to align w/UAT for MVP, should be prior to 3/26/2021)",Lookback on historical content (Y/N)?,Document Level View,Related Issuance Type(s),Citation Standard,Lowest level citation in inventory,Notes,2020,2021,2022,2023,Notes 2,Duplicate ID,Proprietary Sources,Source Display Name,Universal SDC Issuance Type,Identification Field,QA Data Testing,QA Data Testing 2,QA Data Testing 3,Ingestion Status,Ingestion Status 2,Ingestion Status 3,Cost,Data Conversion,SDC Status,Baseline Content,Engin Status
000760,,New York - New York State Register,https://www.dos.ny.gov/info/register.htm,US State,United States,New York,New York State Legislature,English,New York - New York State Register,https://www.dos.ny.gov/info/register.htm,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Issue,,"<vol.no.> N.Y. Reg. <page no.>(<month day, year>)",page level,In outline would ideally be organized by year (volume could be parenthetical),,P1,,,,,,,ADMINISTRATIVE_REGISTER,,,,,,,,,DCL,,,
001425,,Department of Internal Affairs (NZ) Press Releases,https://www.dia.govt.nz/press.nsf/index?OpenView,International ,APAC,New Zealand,Department of Internal Affairs (NZ),English,Department of Internal Affairs (NZ) Press Releases,https://www.dia.govt.nz/press.nsf/index?OpenView,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001428,,Office of the New Zealand Privacy Commissioner Privacy News,https://www.privacy.org.nz/news-and-publications/privacy-news/,International ,APAC,New Zealand,Office of the New Zealand Privacy Commissioner,English,Office of the New Zealand Privacy Commissioner Privacy News,https://www.privacy.org.nz/news-and-publications/privacy-news/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001424,,FMA News Releases,https://www.fma.govt.nz/news-and-resources/media-releases/,International ,APAC,New Zealand,Financial Markets Authority,English,FMA News Releases,https://www.fma.govt.nz/news-and-resources/media-releases/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001427,,New Zealand Ministry of Justice News Releases,https://www.justice.govt.nz/about/news-and-media/news/,International ,APAC,New Zealand,New Zealand Ministry of Justice,English,New Zealand Ministry of Justice News Releases,https://www.justice.govt.nz/about/news-and-media/news/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001426,,"Ministry of Business, Innovation, and Employment News Releases",https://www.mbie.govt.nz/about/news/,International ,APAC,New Zealand,"Ministry of Business, Innovation, and Employment",English,"Ministry of Business, Innovation, and Employment News Releases",https://www.mbie.govt.nz/about/news/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001731,,New Zealand Acts,http://www.legislation.govt.nz/searchadvanced.aspx,International ,APAC,New Zealand,New Zealand Government,English,New Zealand Acts,http://www.legislation.govt.nz/searchadvanced.aspx,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001658,,Newfoundland and Labrador Consolidated Regulations,https://www.assembly.nl.ca/legislation/sr/regulations/titleindex2.htm,International ,Canada,Newfoundland and Labrador,Newfoundland and Labrador Legislature,English,Newfoundland and Labrador Consolidated Regulations,https://www.assembly.nl.ca/legislation/sr/regulations/titleindex2.htm,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
001657,,Newfoundland and Labrador Consolidated Statutes,https://www.assembly.nl.ca/legislation/sr/titleindex.htm,International ,Canada,Newfoundland and Labrador,Newfoundland and Labrador Legislature,English,Newfoundland and Labrador Consolidated Statutes,https://www.assembly.nl.ca/legislation/sr/titleindex.htm,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001526,,North Carolina - Bills ,https://www.ncleg.gov/Legislation,US State,United States,North Carolina,North Carolina State Legislature,English,North Carolina - Bills ,https://www.ncleg.gov/Legislation,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),North Carolina - North Carolina General Statutes,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000768,NORTH_CAROLINA_GENERAL_STATUTES,North Carolina - North Carolina General Statutes,https://www.ncleg.gov/Laws/GeneralStatutes,US State,United States,North Carolina,North Carolina State Legislature,English,North Carolina - North Carolina General Statutes,https://www.ncleg.gov/Laws/GeneralStatutes,1,checked,2020 Amendment 1,,2021-03-19 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,N.C. Gen. Stat. § {{CHAPTER}}-{{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,NORTH_CAROLINA_GENERAL_STATUTES,,,,,,,,Innodata,Delivered,Delivered,
000766,,North Carolina - North Carolina Admin Code,http://reports.oah.state.nc.us/ncac.asp,US State,United States,North Carolina,North Carolina State Legislature,English,North Carolina - North Carolina Admin Code,http://reports.oah.state.nc.us/ncac.asp,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,P1,,,,,,,,,,,,,,,,,Innodata,,,
000769,,North Carolina - North Carolina Register,https://www.oah.nc.gov/documents/nc-register,US State,United States,North Carolina,North Carolina State Legislature,English,North Carolina - North Carolina Register,https://www.oah.nc.gov/documents/nc-register,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000772,NORTH_DAKOTA_ADMINISTRATIVE_CODE,North Dakota - Administrative Code,https://www.legis.nd.gov/agency-rules/north-dakota-administrative-code,US State,United States,North Dakota,North Dakota State Legislature,English,North Dakota - Administrative Code,https://www.legis.nd.gov/agency-rules/north-dakota-administrative-code,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,N.D. Admin. Code {{TITLE}}-{{ARTICLE}}-{{CHAPTER}}-{{SECTION}},,,P0,,,,,,,,ADMINISTRATIVE_COMPILATION,NORTH_DAKOTA_ADMINISTRATIVE_CODE,,,,,,,,DCL,Delivered,Inprogress,
001537,,North Dakota - Register,http://www.legis.nd.gov/agency-rules/administrative-rules-supplement ,US State,United States,North Dakota,North Dakota State Legislature,English,North Dakota - Register,http://www.legis.nd.gov/agency-rules/administrative-rules-supplement ,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P2,,,,,,,ADMINISTRATIVE_REGISTER,,,,,,,,,DCL,,,
000773,NORTH_DAKOTA_CENTURY_CODE,North Dakota - Revised Statutes (Century Code),https://www.legis.nd.gov/general-information/north-dakota-century-code,US State,United States,North Dakota,North Dakota State Legislature,English,North Dakota - Revised Statutes (Century Code),https://www.legis.nd.gov/general-information/north-dakota-century-code,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,N.D. Cent. Code § {{TITLE}}-{{CHAPTER}}-{{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,NORTH_DAKOTA_CENTURY_CODE,,,,,,,,DCL,Delivered,Inprogress,Yes
001538,,North Dakota - Bills,https://www.legis.nd.gov/assembly,US State,United States,North Dakota,North Dakota State Legislature,English,North Dakota - Bills,https://www.legis.nd.gov/assembly,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),North Dakota - Revised Statutes (Century Code),,,,,P2,,,,,,,SESSION_LAWS,,,,,,,,,DCL,,,
001661,,Annual Statutes of the Northwest Territories,https://www.justice.gov.nt.ca/en/annual-statutes/,International ,Canada,Northwest Territories,Northwest Territoritories Legislature,English/French,Annual Statutes of the Northwest Territories,https://www.justice.gov.nt.ca/en/annual-statutes/,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001656,,Nova Scotia Consolidated Regulations,https://www.novascotia.ca/just/regulations/regsxact.htm,International ,Canada,Nova Scotia,Nova Scotia Legislature,English/French,Nova Scotia Consolidated Regulations,https://www.novascotia.ca/just/regulations/regsxact.htm,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
001655,,Nova Scotia Consolidated Public Statutes,https://nslegislature.ca/legislative-business/bills-statutes/consolidated-public-statutes,International ,Canada,Nova Scotia,Nova Scotia Legislature,English/French,Nova Scotia Consolidated Public Statutes,https://nslegislature.ca/legislative-business/bills-statutes/consolidated-public-statutes,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,1578,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001578,,Consolidated Public Statutes of Nova Scotia,https://www.nslegislature.ca/legislative-business/bills-statutes/consolidated-public-statutes#l,International ,Canada,Nova Scotia,Nova Scotia Legislature,English/French,Consolidated Public Statutes of Nova Scotia,https://www.nslegislature.ca/legislative-business/bills-statutes/consolidated-public-statutes#l,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001659,,Nunavut Consolidated Statutes and Regulations,https://www.nunavutlegislation.ca/en/consolidated-law/current?title=A,International ,Canada,Nunavut,Nunavut Legislature,English/French,Nunavut Consolidated Statutes and Regulations,https://www.nunavutlegislation.ca/en/consolidated-law/current?title=A,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
000779,OHIO_REVISED_CODE,Ohio - Revised Statutes (Revised Code),http://codes.ohio.gov/orc/,US State,United States,Ohio,Ohio State Legislature,English,Ohio - Revised Statutes (Revised Code),http://codes.ohio.gov/orc/,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Ohio Rev. Code § {{CHAPTER}}.{{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,OHIO_REVISED_CODE,,,,,,,,DCL,Delivered,Inprogress,Yes
000778,,Ohio - Register,http://www.registerofohio.state.oh.us/,US State,United States,Ohio,Ohio State Legislature,English,Ohio - Register,http://www.registerofohio.state.oh.us/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P2,,,,,,,ADMINISTRATIVE_REGISTER,,,,,,,,,DCL,,,
001539,,Ohio - Bills,https://www.legislature.ohio.gov/legislation/acts,US State,United States,Ohio,Ohio State Legislature,English,Ohio - Bills,https://www.legislature.ohio.gov/legislation/acts,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Ohio - Revised Statutes (Revised Code),,,,,P2,,,,,,,SESSION_LAWS,,,,,,,,,DCL,,,
000776,OHIO_ADMINISTRATIVE_CODE,Ohio - Administrative Code,http://codes.ohio.gov/oac/,US State,United States,Ohio,Ohio State Legislature,English,Ohio - Administrative Code,http://codes.ohio.gov/oac/,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Ohio Admin. Code {{AGENCY}}-{{CHAPTER}}-{{RULE}},,,P0,,,,,,,,ADMINISTRATIVE_COMPILATION,OHIO_ADMINISTRATIVE_CODE,,,,,,,,DCL,Delivered,Inprogress,Yes
000781,,Oklahoma - Bills,http://www.oklegislature.gov/AdvancedSearchForm.aspx,US State,United States,Oklahoma ,Oklahoma State Legislature,English,Oklahoma - Bills,http://www.oklegislature.gov/AdvancedSearchForm.aspx,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Oklahoma - Revised Statutes,,,,,P2,,,,,,,,,,,,,,,,Innodata,,,
000783,,Oklahoma - Register,http://www.oar.state.ok.us/oar/codedoc02.nsf/frmMain?OpenFrameSet&Frame=Main&Src=_75tnm2shfcdnm8pb4dthj0chedppmcbq8dtmmak31ctijujrgcln50ob7ckj42tbkdt374obdcli00_,US State,United States,Oklahoma ,Oklahoma State Legislature,English,Oklahoma - Register,http://www.oar.state.ok.us/oar/codedoc02.nsf/frmMain?OpenFrameSet&Frame=Main&Src=_75tnm2shfcdnm8pb4dthj0chedppmcbq8dtmmak31ctijujrgcln50ob7ckj42tbkdt374obdcli00_,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P2,,,,,,,,,,,,,,,,Innodata,,,
000784,,Oklahoma - Revised Statutes,http://www.oklegislature.gov/osstatuestitle.html,US State,United States,Oklahoma ,Oklahoma State Legislature,English,Oklahoma - Revised Statutes,http://www.oklegislature.gov/osstatuestitle.html,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Title,,"Okla. Stat. Tit. 1, § 1",,chapter does not appear to be well-formed in Oklahoma Revised Statutes,,P2,,,,,,,,,,,,,,,,Innodata,,,
000780,,Oklahoma - Admin Code,http://www.oar.state.ok.us/oar/codedoc02.nsf/frmMain?OpenFrameSet&Frame=Main&Src=_75tnm2shfcdnm8pb4dthj0chedppmcbq8dtmmak31ctijujrgcln50ob7ckj42tbkdt374obdcli00_,US State,United States,Oklahoma ,Oklahoma State Legislature,English,Oklahoma - Admin Code,http://www.oar.state.ok.us/oar/codedoc02.nsf/frmMain?OpenFrameSet&Frame=Main&Src=_75tnm2shfcdnm8pb4dthj0chedppmcbq8dtmmak31ctijujrgcln50ob7ckj42tbkdt374obdcli00_,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,P2,,,,,,,,,,,,,,,,,Innodata,,,
001651,,Ontario Consolidated Statutes,https://www.ontario.ca/laws?search=&filteroption=current&filterstate%5B%5D=current&filteryear=&source_type%5B%5D=public&source_type%5B%5D=regulation&pit_date=&filtertype=Statute&sort=&sort_letter=&browse=on,International ,Canada,Ontario,Ontario Legislature,English/French,Ontario Consolidated Statutes,https://www.ontario.ca/laws?search=&filteroption=current&filterstate%5B%5D=current&filteryear=&source_type%5B%5D=public&source_type%5B%5D=regulation&pit_date=&filtertype=Statute&sort=&sort_letter=&browse=on,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001652,,Ontario Consolidated Regulations,https://www.ontario.ca/laws?search=&filteroption=current&filterstate%5B%5D=current&filteryear=&source_type%5B%5D=public&source_type%5B%5D=regulation&pit_date=&filtertype=Regulation&sort=&sort_letter=&browse=on,International ,Canada,Ontario,Ontario Legislature,English/French,Ontario Consolidated Regulations,https://www.ontario.ca/laws?search=&filteroption=current&filterstate%5B%5D=current&filteryear=&source_type%5B%5D=public&source_type%5B%5D=regulation&pit_date=&filtertype=Regulation&sort=&sort_letter=&browse=on,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
001527,,Oregon - Bills,https://www.oregonlegislature.gov/bills_laws/listbills/2020R1SessionBills.html,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Bills,https://www.oregonlegislature.gov/bills_laws/listbills/2020R1SessionBills.html,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Oregon - Revised Statutes,,,,,P2,,,,,,,,,,,,,,,,Innodata,,,
001080,,Oregon - Register,https://secure.sos.state.or.us/oard/displayBulletins.action,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Register,https://secure.sos.state.or.us/oard/displayBulletins.action,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P2,,,,,,,,,,,,,,,,Innodata,,,
000787,OREGON_REVISED_STATUTES,Oregon - Revised Statutes,https://www.oregonlegislature.gov/bills_laws/pages/ors.aspx,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Revised Statutes,https://www.oregonlegislature.gov/bills_laws/pages/ors.aspx,2,checked,2020 Amendment 2,,2021-05-03 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Or. Rev. Stat. § {{CHAPTER}}.{{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,OREGON_REVISED_STATUTES,,,,,,,,Innodata,Delivered,Delivered,Yes
000785,,Oregon - Administrative Rules,https://secure.sos.state.or.us/oard/advancedSearchResults.action,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Administrative Rules,https://secure.sos.state.or.us/oard/advancedSearchResults.action,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,P2,,,,,,,,,,,,,,,,,Innodata,,,
001081,,Pennsylvania - Register,https://www.pacodeandbulletin.gov/,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Register,https://www.pacodeandbulletin.gov/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000791,,Pennsylvania - Administrative Code,https://www.pacode.com/secure/browse.asp,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Administrative Code,https://www.pacode.com/secure/browse.asp,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,{{TITLE}} Pa. Code § {{CHAPTER}}.{{SECTION}},,,P2,,,,,,,,,,,,,,,,,Innodata,,,
000788,PENNSYLVANIA_CONSOLIDATED_STATUTES,Pennsylvania - Revised Statutes,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Revised Statutes,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm,1,checked,2020 Amendment 1,,2021-03-19 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,{{TITLE}} Pa Cons. Stat. § {{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,PENNSYLVANIA_CONSOLIDATED_STATUTES,,,,,,,,Innodata,Delivered,Delivered,Yes
000790,,Pennsylvania - Bills,https://www.legis.state.pa.us/cfdocs/legis/home/bills/,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Bills,https://www.legis.state.pa.us/cfdocs/legis/home/bills/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Pennsylvania - Revised Statutes,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001740,,Philippines Republic Acts,https://www.officialgazette.gov.ph/section/republic-acts/,International ,APAC,Philippines,Philippines Government,English,Philippines Republic Acts,https://www.officialgazette.gov.ph/section/republic-acts/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001460,,Senate of the Philippines Bills,http://www.senate.gov.ph/lis/leg_sys.aspx?congress=18&type=bill,International ,APAC,Philippines,Philippines Government,English,Senate of the Philippines Bills,http://www.senate.gov.ph/lis/leg_sys.aspx?congress=18&type=bill,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001395,,Philippines Securities and Exchange Commission Memorandum Circulars,http://www.sec.gov.ph/public-information-2/sec-issuances/securities-and-exchange-commission-memorandum-circulars/by-year/,International ,APAC,Philippines,Philippines Securities and Exchange Commission,English,Philippines Securities and Exchange Commission Memorandum Circulars,http://www.sec.gov.ph/public-information-2/sec-issuances/securities-and-exchange-commission-memorandum-circulars/by-year/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001741,,Corporate Code of the Philippines,http://www.sec.gov.ph/laws-rules-decisions-and-resolutions/legislation/,International ,APAC,Philippines,Philippines Securities and Exchange Commission,English,Corporate Code of the Philippines,http://www.sec.gov.ph/laws-rules-decisions-and-resolutions/legislation/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001400,,Philippine Health Insurance Corporation Circulars,https://www.philhealth.gov.ph/circulars/2020/,International ,APAC,Philippines,Philippine Health Insurance Corporation,English,Philippine Health Insurance Corporation Circulars,https://www.philhealth.gov.ph/circulars/2020/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001455,,Philippines Intellectual Property Office Memorandum Circulars,https://www.ipophil.gov.ph/administrative-issuances/,International ,APAC,Philippines,Philippines Intellectual Property Office,English,Philippines Intellectual Property Office Memorandum Circulars,https://www.ipophil.gov.ph/administrative-issuances/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001432,,Philippines Bureau of Customs Memorandum Circulars,http://customs.gov.ph/customs-memorandum-circular-cmc-2020/,International ,APAC,Philippines,Philippines Bureau of Customs,English,Philippines Bureau of Customs Memorandum Circulars,http://customs.gov.ph/customs-memorandum-circular-cmc-2020/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001399,,Philippine Economic Zone Authority Press Releases,http://www.peza.gov.ph/index.php/press-release,International ,APAC,Philippines,Philippine Economic Zone Authority (PEZA),English,Philippine Economic Zone Authority Press Releases,http://www.peza.gov.ph/index.php/press-release,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001433,,Philippines Bureau of Internal Revenue Memorandum Circulars,https://www.bir.gov.ph/index.php/revenue-issuances/revenue-memorandum-circulars/2020-revenue-memorandum-circulars.html,International ,APAC,Philippines,Philippines Bureau of Internal Revenue,English,Philippines Bureau of Internal Revenue Memorandum Circulars,https://www.bir.gov.ph/index.php/revenue-issuances/revenue-memorandum-circulars/2020-revenue-memorandum-circulars.html,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001642,,Philippines Data Privacy Act,https://www.privacy.gov.ph/data-privacy-act/,International ,APAC,Philippines,Philippines National Privacy Commission,English,Philippines Data Privacy Act,https://www.privacy.gov.ph/data-privacy-act/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001394,,Philippines National Privacy Commission Advisory Opinions,https://www.privacy.gov.ph/advisory-opinions/,International ,APAC,Philippines,Philippines National Privacy Commission,English,Philippines National Privacy Commission Advisory Opinions,https://www.privacy.gov.ph/advisory-opinions/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001454,,Department of Environment and Natural Resources Administrative Orders,https://www.denr.gov.ph/index.php/laws-and-policies,International ,APAC,Philippines,Department of Environment and Natural Resources ,English,Department of Environment and Natural Resources Administrative Orders,https://www.denr.gov.ph/index.php/laws-and-policies,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001396,,Bangko Sentral ng Pilipinas Circulars,http://www.bsp.gov.ph/regulations/regulations.asp?type=1,International ,APAC,Philippines,Bangko Sentral ng Pilipinas,English,Bangko Sentral ng Pilipinas Circulars,http://www.bsp.gov.ph/regulations/regulations.asp?type=1,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001401,,Philippines Labor Code,https://www.dole.gov.ph/php_assets/uploads/2017/11/LaborCodeofthePhilippines20171.pdf,International ,APAC,Philippines,Philippines Department of Labor and Employment (DOLE),English,Philippines Labor Code,https://www.dole.gov.ph/php_assets/uploads/2017/11/LaborCodeofthePhilippines20171.pdf,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001402,,Philippines DOLE Department Orders,https://www.dole.gov.ph/department-orders/,International ,APAC,Philippines,Philippines Department of Labor and Employment (DOLE),English,Philippines DOLE Department Orders,https://www.dole.gov.ph/department-orders/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001442,,Anti-Money Laundering Council (AMLC) News and Announcements,http://www.amlc.gov.ph/news-and-announcements#,International ,APAC,Philippines,Anti-Money Laundering Council (AMLC),English,Anti-Money Laundering Council (AMLC) News and Announcements,http://www.amlc.gov.ph/news-and-announcements#,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001650,,Prince Edward Island Acts and Regulations,https://www.princeedwardisland.ca/en/legislation/all/all/all,International ,Canada,Prince Edward Island,PEI Legislature,English/French,Prince Edward Island Acts and Regulations,https://www.princeedwardisland.ca/en/legislation/all/all/all,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P3,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
